user_id,cred,indmoney,jupiter,amazon_prime,apple_music,flipkart,meesho,jar,phonepe,groww,ludo_king,moj,sharechat,kreditbee,cashbean,tier_label
U1380,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Tier2
U1381,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Tier1
U1382,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,Tier2
U1383,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,Tier3
U1384,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1385,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,Tier2
U1386,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,Tier2
U1387,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,Tier3
U1388,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,Tier1
U1389,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,Tier3
U1390,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,Tier2
U1391,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,Tier1
U1392,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Tier1
U1393,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Tier1
U1394,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,Tier2
U1395,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,Tier2
U1396,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,Tier3
U1397,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,Tier2
U1398,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,Tier1
U1399,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,Tier2
U1400,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Tier3
U1401,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,Tier1
U1402,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,Tier1
U1403,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,Tier1
U1404,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Tier3
U1405,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,Tier2
U1406,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,Tier2
U1407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Tier3
U1408,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,Tier3
U1409,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,Tier2
U1410,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,Tier3
U1411,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Tier1
U1412,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,Tier1
U1413,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,Tier1
U1414,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,Tier1
U1415,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,Tier2
U1416,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,Tier3
U1417,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,Tier1
U1418,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,Tier1
U1419,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,Tier2
U1420,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,Tier3
U1421,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,Tier2
U1422,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,Tier2
U1423,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,Tier1
U1424,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Tier1
U1425,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,Tier3
U1426,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,Tier3
U1427,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,Tier1
U1428,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,Tier3
U1429,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,Tier2
U1430,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,Tier3
U1431,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,Tier2
U1432,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,Tier2
U1433,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,Tier2
U1434,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,Tier2
U1435,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,Tier1
U1436,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,Tier1
U1437,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,Tier2
U1438,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,Tier3
U1439,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Tier1
U1440,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,Tier2
U1441,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Tier3
U1442,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1443,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,Tier2
U1444,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,Tier2
U1445,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,Tier3
U1446,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Tier1
U1447,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,Tier2
U1448,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Tier3
U1449,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Tier3
U1450,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,Tier2
U1451,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,Tier2
U1452,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,Tier2
U1453,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Tier3
U1454,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Tier2
U1455,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Tier1
U1456,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,Tier3
U1457,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,Tier2
U1458,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,Tier2
U1459,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,Tier1
U1460,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,Tier2
U1461,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,Tier2
U1462,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,Tier2
U1463,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,Tier1
U1464,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,Tier2
U1465,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,Tier3
U1466,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Tier1
U1467,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,Tier3
U1468,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,Tier2
U1469,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,Tier3
U1470,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Tier3
U1471,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,Tier2
U1472,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,Tier3
U1473,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,Tier3
U1474,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,Tier2
U1475,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,Tier2
U1476,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,Tier2
U1477,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,Tier3
U1478,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,Tier3
U1479,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,Tier3
U1480,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,Tier2
U1481,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,Tier3
U1482,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1483,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,Tier2
U1484,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,Tier1
U1485,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,Tier2
U1486,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,Tier2
U1487,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,Tier2
U1488,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Tier2
U1489,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,Tier2
U1490,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,Tier2
U1491,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,Tier1
U1492,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,Tier2
U1493,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1494,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,Tier1
U1495,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,Tier2
U1496,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,Tier2
U1497,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Tier2
U1498,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,Tier2
U1499,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,Tier2
U1500,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,Tier3
U1501,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,Tier2
U1502,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,Tier2
U1503,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Tier1
U1504,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Tier2
U1505,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,Tier2
U1506,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,Tier2
U1507,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,Tier2
U1508,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,Tier2
U1509,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,Tier2
U1510,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,Tier3
U1511,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,Tier3
U1512,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,Tier3
U1513,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Tier3
U1514,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Tier1
U1515,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,Tier1
U1516,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Tier1
U1517,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,Tier2
U1518,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,Tier3
U1519,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,Tier1
U1520,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,Tier3
U1521,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Tier1
U1522,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,Tier3
U1523,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,Tier2
U1524,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1525,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,Tier2
U1526,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,Tier1
U1527,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1528,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,Tier2
U1529,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,Tier3
U1530,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,Tier2
U1531,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,Tier2
U1532,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,Tier2
U1533,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,Tier3
U1534,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Tier1
U1535,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Tier2
U1536,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Tier1
U1537,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1538,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,Tier2
U1539,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,Tier1
U1540,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,Tier2
U1541,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Tier3
U1542,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,Tier1
U1543,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Tier2
U1544,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,Tier1
U1545,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Tier3
U1546,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,Tier2
U1547,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,Tier3
U1548,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,Tier2
U1549,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,Tier1
U1550,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,Tier2
U1551,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,Tier3
U1552,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Tier2
U1553,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,Tier3
U1554,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Tier3
U1555,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,Tier1
U1556,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,Tier1
U1557,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,Tier2
U1558,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Tier2
U1559,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,Tier3
U1560,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,Tier3
U1561,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,Tier2
U1562,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,Tier1
U1563,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,Tier3
U1564,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1565,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Tier3
U1566,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Tier2
U1567,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,Tier2
U1568,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,Tier1
U1569,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,Tier2
U1570,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,Tier2
U1571,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,Tier2
U1572,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,Tier1
U1573,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,Tier3
U1574,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,Tier3
U1575,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1576,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,Tier1
U1577,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,Tier1
U1578,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,Tier2
U1579,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Tier2
U1580,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,Tier2
U1581,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,Tier1
U1582,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,Tier2
U1583,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,Tier2
U1584,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,Tier2
U1585,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Tier3
U1586,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,Tier1
U1587,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,Tier2
U1588,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,Tier2
U1589,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,Tier2
U1590,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Tier3
U1591,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,Tier2
U1592,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Tier3
U1593,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,Tier1
U1594,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,Tier1
U1595,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Tier3
U1596,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,Tier2
U1597,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Tier1
U1598,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1599,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1600,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Tier3
U1601,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,Tier1
U1602,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,Tier2
U1603,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Tier1
U1604,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,Tier2
U1605,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Tier1
U1606,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,Tier2
U1607,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,Tier1
U1608,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Tier3
U1609,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,Tier1
U1610,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,Tier2
U1611,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,Tier3
U1612,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Tier2
U1613,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,Tier2
U1614,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,Tier2
U1615,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Tier2
U1616,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Tier2
U1617,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Tier3
U1618,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,Tier2
U1619,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,Tier2
U1620,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,Tier3
U1621,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,Tier2
U1622,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,Tier1
U1623,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,Tier2
U1624,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Tier3
U1625,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,Tier1
U1626,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,Tier2
U1627,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,Tier1
U1628,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,Tier2
U1629,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,Tier1
U1630,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,Tier2
U1631,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,Tier3
U1632,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Tier2
U1633,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,Tier2
U1634,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,Tier3
U1635,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,Tier3
U1636,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,Tier1
U1637,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,Tier2
U1638,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,Tier1
U1639,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,Tier3
U1640,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,Tier3
U1641,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,Tier2
U1642,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,Tier3
U1643,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,Tier2
U1644,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,Tier2
U1645,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Tier1
U1646,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,Tier3
U1647,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,Tier1
U1648,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,Tier3
U1649,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Tier3
U1650,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,Tier3
U1651,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,Tier1
U1652,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,Tier2
U1653,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,Tier1
U1654,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,Tier2
U1655,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,Tier1
U1656,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,Tier3
U1657,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Tier2
U1658,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,Tier2
U1659,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,Tier2
U1660,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,Tier2
U1661,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,Tier2
U1662,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,Tier2
U1663,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,Tier3
U1664,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,Tier2
U1665,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Tier3
U1666,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,Tier3
U1667,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Tier1
U1668,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,Tier3
U1669,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,Tier1
U1670,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,Tier3
U1671,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,Tier2
U1672,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,Tier3
U1673,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,Tier3
U1674,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,Tier3
U1675,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,Tier3
U1676,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,Tier2
U1677,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,Tier1
U1678,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,Tier2
U1679,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,Tier1
U1680,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,Tier2
U1681,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Tier2
U1682,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,Tier3
U1683,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,Tier2
U1684,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Tier3
U1685,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Tier1
U1686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tier3
U1687,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Tier3
U1688,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,Tier2
U1689,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,Tier2
U1690,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,Tier3
U1691,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,Tier1
U1692,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,Tier2
U1693,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,Tier2
U1694,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,Tier1
U1695,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,Tier2
U1696,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1697,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,Tier1
U1698,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,Tier1
U1699,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,Tier3
U1700,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,Tier2
U1701,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,Tier3
U1702,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,Tier2
U1703,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,Tier2
U1704,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Tier2
U1705,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,Tier2
U1706,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,Tier1
U1707,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Tier2
U1708,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1709,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,Tier2
U1710,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,Tier2
U1711,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1712,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,Tier1
U1713,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,Tier3
U1714,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,Tier2
U1715,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Tier1
U1716,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,Tier3
U1717,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,Tier1
U1718,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,Tier2
U1719,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Tier3
U1720,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Tier1
U1721,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,Tier1
U1722,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,Tier1
U1723,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,Tier2
U1724,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,Tier1
U1725,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,Tier2
U1726,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,Tier1
U1727,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,Tier2
U1728,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,Tier3
U1729,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,Tier3
U1730,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Tier2
U1731,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,Tier2
U1732,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Tier2
U1733,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,Tier2
U1734,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,Tier2
U1735,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Tier1
